字詞號,字詞名,注音一式,漢語拼音,多音參見訊息
398300003,朽壞,ㄒㄧㄡˇ　ㄏㄨㄞˋ,xiǔ huài,
3984,宿,(三)ㄒㄧㄡˇ,(三)xiǔ,(一)ㄙㄨˋ　　sù（5644）<br>(二)ㄒㄧㄡˋ　　xiù（3993）<br>
3985,滫,ㄒㄧㄡˇ,xiǔ,
3986,秀,ㄒㄧㄡˋ,xiù,
398600001,秀美,ㄒㄧㄡˋ　ㄇㄟˇ,xiù měi,
398600002,秀髮,ㄒㄧㄡˋ　ㄈㄚˇ,xiù fǎ,
3986000021,秀逗,ㄒㄧㄡˋ　ㄉㄡˋ,xiù dòu,
398600004,秀麗,ㄒㄧㄡˋ　ㄌㄧˋ,xiù lì,
398600005,秀氣,ㄒㄧㄡˋ　ㄑㄧˋ,xiù qì,
3986000051,秀場,ㄒㄧㄡˋ　ㄔㄤˇ,xiù chǎng,
398600006,秀才,ㄒㄧㄡˋ　ㄘㄞˊ,xiù cái,
398600007,秀外慧中,ㄒㄧㄡˋ　ㄨㄞˋ　ㄏㄨㄟˋ　ㄓㄨㄥ,xiù wài huì zhōng,
3987,琇,ㄒㄧㄡˋ,xiù,
3988,岫,ㄒㄧㄡˋ,xiù,
3989,袖,ㄒㄧㄡˋ,xiù,
398900001,袖口,ㄒㄧㄡˋ　ㄎㄡˇ,xiù kǒu,
398900002,袖扣,ㄒㄧㄡˋ　ㄎㄡˋ,xiù kòu,
398900003,袖珍,ㄒㄧㄡˋ　ㄓㄣ,xiù zhēn,
3989000031,袖珍本,ㄒㄧㄡˋ　ㄓㄣ　ㄅㄣˇ,xiù zhēn běn,
398900004,袖手,ㄒㄧㄡˋ　ㄕㄡˇ,xiù shǒu,
398900005,袖手旁觀,ㄒㄧㄡˋ　ㄕㄡˇ　ㄆㄤˊ　ㄍㄨㄢ,xiù shǒu páng guān,
398900006,袖子,ㄒㄧㄡˋ　˙ㄗ,xiù zi,
3990,臭,(二)ㄒㄧㄡˋ,(二)xiù,(一)ㄔㄡˋ　　chòu（4709）<br>
3991,溴,ㄒㄧㄡˋ,xiù,
3992,嗅,ㄒㄧㄡˋ,xiù,
399200001,嗅覺,ㄒㄧㄡˋ　ㄐㄩㄝˊ,xiù jué,
3993,宿,(二)ㄒㄧㄡˋ,(二)xiù,(一)ㄙㄨˋ　　sù（5644）<br>(三)ㄒㄧㄡˇ　　xiǔ（3984）<br>
3994,繡,ㄒㄧㄡˋ,xiù,
399400001,繡花,ㄒㄧㄡˋ　ㄏㄨㄚ,xiù huā,
3994000011,繡花枕頭,ㄒㄧㄡˋ　ㄏㄨㄚ　ㄓㄣˇ　˙ㄊㄡ,xiù huā zhěn tou,
399400002,繡球,ㄒㄧㄡˋ　ㄑㄧㄡˊ,xiù qiú,
399400003,繡像,ㄒㄧㄡˋ　ㄒㄧㄤˋ,xiù xiàng,
3995,鏽,ㄒㄧㄡˋ,xiù,
3996,仙,ㄒㄧㄢ,xiān,
399600000,仙風道骨,ㄒㄧㄢ　ㄈㄥ　ㄉㄠˋ　ㄍㄨˇ,xiān fēng dào gǔ,
399600001,仙丹,ㄒㄧㄢ　ㄉㄢ,xiān dān,
3996000011,仙姑,ㄒㄧㄢ　ㄍㄨ,xiān gū,
399600002,仙鶴,ㄒㄧㄢ　ㄏㄜˋ,xiān hè,
399600003,仙界,ㄒㄧㄢ　ㄐㄧㄝˋ,xiān jiè,
399600004,仙境,ㄒㄧㄢ　ㄐㄧㄥˋ,xiān jìng,
399600005,仙逝,ㄒㄧㄢ　ㄕˋ,xiān shì,
3996000051,仙術,ㄒㄧㄢ　ㄕㄨˋ,xiān shù,
399600006,仙人,ㄒㄧㄢ　ㄖㄣˊ,xiān rén,
399600008,仙人掌,ㄒㄧㄢ　ㄖㄣˊ　ㄓㄤˇ,xiān rén zhǎng,
399600009,仙子,ㄒㄧㄢ　ㄗˇ,xiān zǐ,
399600010,仙草蜜,ㄒㄧㄢ　ㄘㄠˇ　ㄇㄧˋ,xiān cǎo mì,
399600011,仙域,ㄒㄧㄢ　ㄩˋ,xiān yù,
399600012,仙樂,ㄒㄧㄢ　ㄩㄝˋ,xiān yuè,
3997,秈,ㄒㄧㄢ,xiān,
3998,先,ㄒㄧㄢ,xiān,
399800001,先輩,ㄒㄧㄢ　ㄅㄟˋ,xiān bèi,
3998000011,先妣,ㄒㄧㄢ　ㄅㄧˇ,xiān bǐ,
399800002,先民,ㄒㄧㄢ　ㄇㄧㄣˊ,xiān mín,
399800003,先發,ㄒㄧㄢ　ㄈㄚ,xiān fā,
399800004,先發制人,ㄒㄧㄢ　ㄈㄚ　ㄓˋ　ㄖㄣˊ,xiān fā zhì rén,
399800005,先鋒,ㄒㄧㄢ　ㄈㄥ,xiān fēng,
3998000051,先夫,ㄒㄧㄢ　ㄈㄨ,xiān fū,
399800006,先父,ㄒㄧㄢ　ㄈㄨˋ,xiān fù,
399800007,先導,ㄒㄧㄢ　ㄉㄠˇ,xiān dǎo,
399800008,先睹為快,ㄒㄧㄢ　ㄉㄨˇ　ㄨㄟˊ　ㄎㄨㄞˋ,xiān dǔ wéi kuài,
399800009,先頭,ㄒㄧㄢ　ㄊㄡˊ,xiān tóu,
399800010,先天,ㄒㄧㄢ　ㄊㄧㄢ,xiān tiān,
3998000101,先天不足,ㄒㄧㄢ　ㄊㄧㄢ　ㄅㄨˋ　ㄗㄨˊ,xiān tiān bù zú,
399800011,先禮後兵,ㄒㄧㄢ　ㄌㄧˇ　ㄏㄡˋ　ㄅㄧㄥ,xiān lǐ hòu bīng,
399800012,先例,ㄒㄧㄢ　ㄌㄧˋ,xiān lì,
399800013,先烈,ㄒㄧㄢ　ㄌㄧㄝˋ,xiān liè,
399800014,先考,ㄒㄧㄢ　ㄎㄠˇ,xiān kǎo,
399800015,先河,ㄒㄧㄢ　ㄏㄜˊ,xiān hé,
399800016,先後,ㄒㄧㄢ　ㄏㄡˋ,xiān hòu,
399800017,先機,ㄒㄧㄢ　ㄐㄧ,xiān jī,
399800018,先見之明,ㄒㄧㄢ　ㄐㄧㄢˋ　ㄓ　ㄇㄧㄥˊ,xiān jiàn zhī míng,
399800019,先進,ㄒㄧㄢ　ㄐㄧㄣˋ,xiān jìn,
399800020,先決條件,ㄒㄧㄢ　ㄐㄩㄝˊ　ㄊㄧㄠˊ　ㄐㄧㄢˋ,xiān jué tiáo jiàn,
399800021,先覺,ㄒㄧㄢ　ㄐㄩㄝˊ,xiān jué,
399800022,先期,ㄒㄧㄢ　ㄑㄧˊ,xiān qí,
399800023,先前,ㄒㄧㄢ　ㄑㄧㄢˊ,xiān qián,
399800024,先遣部隊,ㄒㄧㄢ　ㄑㄧㄢˇ　ㄅㄨˋ　ㄉㄨㄟˋ,xiān qiǎn bù duì,
399800026,先下手為強,ㄒㄧㄢ　ㄒㄧㄚˋ　ㄕㄡˇ　ㄨㄟˊ　ㄑㄧㄤˊ,xiān xià shǒu wéi qiáng,
3998000261,先小人，後君子,ㄒㄧㄢ　ㄒㄧㄠˇ　ㄖㄣˊ　ㄏㄡˋ　ㄐㄩㄣ　ㄗˇ,xiān xiǎo rén hòu jūn zǐ,
399800027,先賢,ㄒㄧㄢ　ㄒㄧㄢˊ,xiān xián,
399800028,先行,ㄒㄧㄢ　ㄒㄧㄥˊ,xiān xíng,
399800029,先知,ㄒㄧㄢ　ㄓ,xiān zhī,
3998000291,先知先覺,ㄒㄧㄢ　ㄓ　ㄒㄧㄢ　ㄐㄩㄝˊ,xiān zhī xiān jué,
3998000292,先哲,ㄒㄧㄢ　ㄓㄜˊ,xiān zhé,
3998000293,先斬後奏,ㄒㄧㄢ　ㄓㄢˇ　ㄏㄡˋ　ㄗㄡˋ,xiān zhǎn hòu zòu,
399800030,先師,ㄒㄧㄢ　ㄕ,xiān shī,
399800031,先生,ㄒㄧㄢ　ㄕㄥ,xiān shēng,
399800032,先聲奪人,ㄒㄧㄢ　ㄕㄥ　ㄉㄨㄛˊ　ㄖㄣˊ,xiān shēng duó rén,
399800033,先人,ㄒㄧㄢ　ㄖㄣˊ,xiān rén,
399800034,先入為主,ㄒㄧㄢ　ㄖㄨˋ　ㄨㄟˊ　ㄓㄨˇ,xiān rù wéi zhǔ,
399800035,先祖,ㄒㄧㄢ　ㄗㄨˇ,xiān zǔ,
3999,祆,ㄒㄧㄢ,xiān,
399900001,祆教,ㄒㄧㄢ　ㄐㄧㄠˋ,xiān jiào,
4000,掀,ㄒㄧㄢ,xiān,
400000001,掀翻,ㄒㄧㄢ　ㄈㄢ,xiān fān,
4001,暹,ㄒㄧㄢ,xiān,
400100001,暹羅,ㄒㄧㄢ　ㄌㄨㄛˊ,xiān luó,
4002,鮮,(一)ㄒㄧㄢ,(一)xiān,(二)ㄒㄧㄢˇ　　xiǎn（4023）<br>
400200001,鮮美,ㄒㄧㄢ　ㄇㄟˇ,xiān měi,
400200002,鮮明,ㄒㄧㄢ　ㄇㄧㄥˊ,xiān míng,
400200003,鮮奶,ㄒㄧㄢ　ㄋㄞˇ,xiān nǎi,
400200004,鮮嫩,ㄒㄧㄢ　ㄋㄣˋ,xiān nèn,
400200005,鮮麗,ㄒㄧㄢ　ㄌㄧˋ,xiān lì,
400200006,鮮亮,ㄒㄧㄢ　ㄌㄧㄤˋ,xiān liàng,
400200007,鮮果,ㄒㄧㄢ　ㄍㄨㄛˇ,xiān guǒ,
4002000071,鮮花,ㄒㄧㄢ　ㄏㄨㄚ,xiān huā,
400200008,鮮活,ㄒㄧㄢ　ㄏㄨㄛˊ,xiān huó,
400200011,鮮紅,ㄒㄧㄢ　ㄏㄨㄥˊ,xiān hóng,
400200012,鮮血,ㄒㄧㄢ　ㄒㄧㄝˇ,xiān xiě,
400200013,鮮豔,ㄒㄧㄢ　ㄧㄢˋ,xiān yàn,
4003,纖,ㄒㄧㄢ,xiān,
400300000,纖毛,ㄒㄧㄢ　ㄇㄠˊ,xiān máo,
4003000001,纖毛蟲,ㄒㄧㄢ　ㄇㄠˊ　ㄔㄨㄥˊ,xiān máo chóng,
4003000002,纖毫,ㄒㄧㄢ　ㄏㄠˊ,xiān háo,
4003000003,纖巧,ㄒㄧㄢ　ㄑㄧㄠˇ,xiān qiǎo,
400300001,纖細,ㄒㄧㄢ　ㄒㄧˋ,xiān xì,
400300002,纖手,ㄒㄧㄢ　ㄕㄡˇ,xiān shǒu,
400300003,纖弱,ㄒㄧㄢ　ㄖㄨㄛˋ,xiān ruò,
400300004,纖維,ㄒㄧㄢ　ㄨㄟˊ,xiān wéi,
400300005,纖維素,ㄒㄧㄢ　ㄨㄟˊ　ㄙㄨˋ,xiān wéi sù,
4004,弦,ㄒㄧㄢˊ,xián,
400400000,弦歌不輟,ㄒㄧㄢˊ　ㄍㄜ　ㄅㄨˋ　ㄔㄨㄛˋ　（變）ㄒㄧㄢˊ　ㄍㄜ　ㄅㄨˊ　ㄔㄨㄛˋ,xián gē bù chuò　（變）xián gē bú chuò,
400400001,弦外之音,ㄒㄧㄢˊ　ㄨㄞˋ　ㄓ　ㄧㄣ,xián wài zhī yīn,
400400002,弦樂,ㄒㄧㄢˊ　ㄩㄝˋ,xián yuè,
4004000021,弦樂器,ㄒㄧㄢˊ　ㄩㄝˋ　ㄑㄧˋ,xián yuè qì,
4005,舷,ㄒㄧㄢˊ,xián,
4006,絃,ㄒㄧㄢˊ,xián,
4007,咸,ㄒㄧㄢˊ,xián,
4008,鹹,ㄒㄧㄢˊ,xián,
400800001,鹹蛋,ㄒㄧㄢˊ　ㄉㄢˋ,xián dàn,
4008000011,鹹水湖,ㄒㄧㄢˊ　ㄕㄨㄟˇ　ㄏㄨˊ,xián shuǐ hú,
400800002,鹹菜,ㄒㄧㄢˊ　ㄘㄞˋ,xián cài,
400800003,鹹魚,ㄒㄧㄢˊ　ㄩˊ,xián yú,
400800004,鹹魚翻身,ㄒㄧㄢˊ　ㄩˊ　ㄈㄢ　ㄕㄣ,xián yú fān shēn,
4009,涎,ㄒㄧㄢˊ,xián,
4010,啣,ㄒㄧㄢˊ,xián,
4011,閑,ㄒㄧㄢˊ,xián,
401100001,閑暇,ㄒㄧㄢˊ　ㄒㄧㄚˊ,xián xiá,
4012,閒,ㄒㄧㄢˊ,xián,
401200001,閒談,ㄒㄧㄢˊ　ㄊㄢˊ,xián tán,
401200002,閒聊,ㄒㄧㄢˊ　ㄌㄧㄠˊ,xián liáo,
401200003,閒逛,ㄒㄧㄢˊ　ㄍㄨㄤˋ,xián guàng,
401200004,閒話,ㄒㄧㄢˊ　ㄏㄨㄚˋ,xián huà,
401200005,閒話家常,ㄒㄧㄢˊ　ㄏㄨㄚˋ　ㄐㄧㄚ　ㄔㄤˊ,xián huà jiā cháng,
401200006,閒氣,ㄒㄧㄢˊ　ㄑㄧˋ,xián qì,
401200007,閒錢,ㄒㄧㄢˊ　ㄑㄧㄢˊ,xián qián,
401200008,閒情,ㄒㄧㄢˊ　ㄑㄧㄥˊ,xián qíng,
4012000081,閒情逸致,ㄒㄧㄢˊ　ㄑㄧㄥˊ　ㄧˋ　ㄓˋ,xián qíng yì zhì,
401200009,閒暇,ㄒㄧㄢˊ　ㄒㄧㄚˊ,xián xiá,
401200010,閒置,ㄒㄧㄢˊ　ㄓˋ,xián zhì,
401200011,閒事,ㄒㄧㄢˊ　ㄕˋ,xián shì,
401200012,閒適,ㄒㄧㄢˊ　ㄕˋ,xián shì,
401200013,閒書,ㄒㄧㄢˊ　ㄕㄨ,xián shū,
401200014,閒人,ㄒㄧㄢˊ　ㄖㄣˊ,xián rén,
401200015,閒散,ㄒㄧㄢˊ　ㄙㄢˇ,xián sǎn,
401200017,閒言閒語,ㄒㄧㄢˊ　ㄧㄢˊ　ㄒㄧㄢˊ　ㄩˇ,xián yán xián yǔ,
401200018,閒雲野鶴,ㄒㄧㄢˊ　ㄩㄣˊ　ㄧㄝˇ　ㄏㄜˋ,xián yún yě hè,
4013,嫻,ㄒㄧㄢˊ,xián,
401300001,嫻熟,ㄒㄧㄢˊ　ㄕㄡˊ,xián shóu,
4013000011,嫻淑,ㄒㄧㄢˊ　ㄕㄨˊ,xián shú,
401300002,嫻雅,ㄒㄧㄢˊ　ㄧㄚˇ,xián yǎ,
4014,癇,ㄒㄧㄢˊ,xián,
4015,嫌,ㄒㄧㄢˊ,xián,
401500001,嫌犯,ㄒㄧㄢˊ　ㄈㄢˋ,xián fàn,
401500002,嫌棄,ㄒㄧㄢˊ　ㄑㄧˋ,xián qì,
401500003,嫌隙,ㄒㄧㄢˊ　ㄒㄧˋ,xián xì,
401500004,嫌疑,ㄒㄧㄢˊ　ㄧˊ,xián yí,
401500005,嫌疑犯,ㄒㄧㄢˊ　ㄧˊ　ㄈㄢˋ,xián yí fàn,
401500006,嫌惡,ㄒㄧㄢˊ　ㄨˋ,xián wù,
4016,銜,ㄒㄧㄢˊ,xián,
401600001,銜命,ㄒㄧㄢˊ　ㄇㄧㄥˋ,xián mìng,
401600002,銜接,ㄒㄧㄢˊ　ㄐㄧㄝ,xián jiē,
401600003,銜石填海,ㄒㄧㄢˊ　ㄕˊ　ㄊㄧㄢˊ　ㄏㄞˇ,xián shí tián hǎi,
4017,賢,ㄒㄧㄢˊ,xián,
401700001,賢明,ㄒㄧㄢˊ　ㄇㄧㄥˊ,xián míng,
401700002,賢達,ㄒㄧㄢˊ　ㄉㄚˊ,xián dá,
401700003,賢德,ㄒㄧㄢˊ　ㄉㄜˊ,xián dé,
401700004,賢內助,ㄒㄧㄢˊ　ㄋㄟˋ　ㄓㄨˋ,xián nèi zhù,
401700005,賢能,ㄒㄧㄢˊ　ㄋㄥˊ,xián néng,
4017000051,賢良,ㄒㄧㄢˊ　ㄌㄧㄤˊ,xián liáng,
401700006,賢伉儷,ㄒㄧㄢˊ　ㄎㄤˋ　ㄌㄧˋ,xián kàng lì,
401700007,賢昆仲,ㄒㄧㄢˊ　ㄎㄨㄣ　ㄓㄨㄥˋ,xián kūn zhòng,
401700008,賢慧,ㄒㄧㄢˊ　ㄏㄨㄟˋ,xián huì,
401700009,賢妻良母,ㄒㄧㄢˊ　ㄑㄧ　ㄌㄧㄤˊ　ㄇㄨˇ,xián qī liáng mǔ,
401700010,賢哲,ㄒㄧㄢˊ　ㄓㄜˊ,xián zhé,
401700011,賢臣,ㄒㄧㄢˊ　ㄔㄣˊ,xián chén,
401700012,賢淑,ㄒㄧㄢˊ　ㄕㄨˊ,xián shú,
401700013,賢人,ㄒㄧㄢˊ　ㄖㄣˊ,xián rén,
4018,洗,(二)ㄒㄧㄢˇ,(二)xiǎn,(一)ㄒㄧˇ　　xǐ（3873）<br>
4019,銑,ㄒㄧㄢˇ,xiǎn,
401900001,銑床,ㄒㄧㄢˇ　ㄔㄨㄤˊ,xiǎn chuáng,
4020,尟,ㄒㄧㄢˇ,xiǎn,
4021,蜆,ㄒㄧㄢˇ,xiǎn,
4022,險,ㄒㄧㄢˇ,xiǎn,
402200001,險灘,ㄒㄧㄢˇ　ㄊㄢ,xiǎn tān,
402200002,險境,ㄒㄧㄢˇ　ㄐㄧㄥˋ,xiǎn jìng,
402200003,險峻,ㄒㄧㄢˇ　ㄐㄩㄣˋ,xiǎn jùn,
402200004,險些,ㄒㄧㄢˇ　ㄒㄧㄝ,xiǎn xiē,
402200005,險象,ㄒㄧㄢˇ　ㄒㄧㄤˋ,xiǎn xiàng,
402200006,險象環生,ㄒㄧㄢˇ　ㄒㄧㄤˋ　ㄏㄨㄢˊ　ㄕㄥ,xiǎn xiàng huán shēng,
4022000061,險詐,ㄒㄧㄢˇ　ㄓㄚˋ,xiǎn zhà,
402200007,險勝,ㄒㄧㄢˇ　ㄕㄥˋ,xiǎn shèng,
4022000071,險遭不測,ㄒㄧㄢˇ　ㄗㄠ　ㄅㄨˋ　ㄘㄜˋ　（變）ㄒㄧㄢˇ　ㄗㄠ　ㄅㄨˊ　ㄘㄜˋ,xiǎn zāo bù cè　（變）xiǎn zāo bú cè,
402200008,險阻,ㄒㄧㄢˇ　ㄗㄨˇ,xiǎn zǔ,
402200009,險惡,ㄒㄧㄢˇ　ㄜˋ,xiǎn è,
402200010,險要,ㄒㄧㄢˇ　ㄧㄠˋ,xiǎn yào,
4023,鮮,(二)ㄒㄧㄢˇ,(二)xiǎn,(一)ㄒㄧㄢ　　xiān（4002）<br>
402300001,鮮少,ㄒㄧㄢˇ　ㄕㄠˇ,xiǎn shǎo,
402300002,鮮為人知,ㄒㄧㄢˇ　ㄨㄟˊ　ㄖㄣˊ　ㄓ,xiǎn wéi rén zhī,
4024,蘚,ㄒㄧㄢˇ,xiǎn,
4025,癬,ㄒㄧㄢˇ,xiǎn,
402500001,癬疥,ㄒㄧㄢˇ　ㄐㄧㄝˋ,xiǎn jiè,
4026,燹,ㄒㄧㄢˇ,xiǎn,
4027,顯,ㄒㄧㄢˇ,xiǎn,
402700000,顯妣,ㄒㄧㄢˇ　ㄅㄧˇ,xiǎn bǐ,
402700001,顯明,ㄒㄧㄢˇ　ㄇㄧㄥˊ,xiǎn míng,
402700002,顯達,ㄒㄧㄢˇ　ㄉㄚˊ,xiǎn dá,
4027000021,顯靈,ㄒㄧㄢˇ　ㄌㄧㄥˊ,xiǎn líng,
402700003,顯露,ㄒㄧㄢˇ　ㄌㄨˋ,xiǎn lù,
4027000031,顯貴,ㄒㄧㄢˇ　ㄍㄨㄟˋ,xiǎn guì,
4027000032,顯考,ㄒㄧㄢˇ　ㄎㄠˇ,xiǎn kǎo,
402700004,顯赫,ㄒㄧㄢˇ　ㄏㄜˋ,xiǎn hè,
4027000041,顯花植物,ㄒㄧㄢˇ　ㄏㄨㄚ　ㄓˊ　ㄨˋ,xiǎn huā zhí wù,
402700005,顯見,ㄒㄧㄢˇ　ㄐㄧㄢˋ,xiǎn jiàn,
402700006,顯現,ㄒㄧㄢˇ　ㄒㄧㄢˋ,xiǎn xiàn,
402700007,顯著,ㄒㄧㄢˇ　ㄓㄨˋ,xiǎn zhù,
402700008,顯示,ㄒㄧㄢˇ　ㄕˋ,xiǎn shì,
402700010,顯然,ㄒㄧㄢˇ　ㄖㄢˊ,xiǎn rán,
402700011,顯而易見,ㄒㄧㄢˇ　ㄦˊ　ㄧˋ　ㄐㄧㄢˋ,xiǎn ér yì jiàn,
402700012,顯要,ㄒㄧㄢˇ　ㄧㄠˋ,xiǎn yào,
4027000121,顯耀,ㄒㄧㄢˇ　ㄧㄠˋ,xiǎn yào,
402700013,顯眼,ㄒㄧㄢˇ　ㄧㄢˇ,xiǎn yǎn,
402700016,顯微鏡,ㄒㄧㄢˇ　ㄨㄟˊ　ㄐㄧㄥˋ,xiǎn wéi jìng,
402700017,顯微手術,ㄒㄧㄢˇ　ㄨㄟˊ　ㄕㄡˇ　ㄕㄨˋ,xiǎn wéi shǒu shù,
4028,玁,ㄒㄧㄢˇ,xiǎn,
4029,見,(二)ㄒㄧㄢˋ,(二)xiàn,(一)ㄐㄧㄢˋ　　jiàn（3292）<br>
4030,現,ㄒㄧㄢˋ,xiàn,
403000000,現買現賣,ㄒㄧㄢˋ　ㄇㄞˇ　ㄒㄧㄢˋ　ㄇㄞˋ,xiàn mǎi xiàn mài,
403000001,現代,ㄒㄧㄢˋ　ㄉㄞˋ,xiàn dài,
4030000011,現代芭蕾,ㄒㄧㄢˋ　ㄉㄞˋ　ㄅㄚ　ㄌㄟˇ,xiàn dài bā lěi,
403000002,現代化,ㄒㄧㄢˋ　ㄉㄞˋ　ㄏㄨㄚˋ,xiàn dài huà,
403000003,現代主義,ㄒㄧㄢˋ　ㄉㄞˋ　ㄓㄨˇ　ㄧˋ,xiàn dài zhǔ yì,
4030000031,現代藝術,ㄒㄧㄢˋ　ㄉㄞˋ　ㄧˋ　ㄕㄨˋ,xiàn dài yì shù,
403000004,現代舞,ㄒㄧㄢˋ　ㄉㄞˋ　ㄨˇ,xiàn dài wǔ,
403000005,現款,ㄒㄧㄢˋ　ㄎㄨㄢˇ,xiàn kuǎn,
403000006,現況,ㄒㄧㄢˋ　ㄎㄨㄤˋ,xiàn kuàng,
403000007,現貨,ㄒㄧㄢˋ　ㄏㄨㄛˋ,xiàn huò,
403000008,現階段,ㄒㄧㄢˋ　ㄐㄧㄝ　ㄉㄨㄢˋ,xiàn jiē duàn,
403000009,現今,ㄒㄧㄢˋ　ㄐㄧㄣ,xiàn jīn,
403000010,現金,ㄒㄧㄢˋ　ㄐㄧㄣ,xiàn jīn,
403000011,現象,ㄒㄧㄢˋ　ㄒㄧㄤˋ,xiàn xiàng,
4030000111,現行,ㄒㄧㄢˋ　ㄒㄧㄥˊ,xiàn xíng,
403000012,現行犯,ㄒㄧㄢˋ　ㄒㄧㄥˊ　ㄈㄢˋ,xiàn xíng fàn,
4030000121,現形,ㄒㄧㄢˋ　ㄒㄧㄥˊ,xiàn xíng,
403000014,現值,ㄒㄧㄢˋ　ㄓˊ,xiàn zhí,
403000015,現職,ㄒㄧㄢˋ　ㄓˊ,xiàn zhí,
403000016,現址,ㄒㄧㄢˋ　ㄓˇ,xiàn zhǐ,
403000017,現狀,ㄒㄧㄢˋ　ㄓㄨㄤˋ,xiàn zhuàng,
403000018,現鈔,ㄒㄧㄢˋ　ㄔㄠ,xiàn chāo,
403000019,現場,ㄒㄧㄢˋ　ㄔㄤˇ,xiàn chǎng,
403000020,現成,ㄒㄧㄢˋ　ㄔㄥˊ,xiàn chéng,
403000021,現出,ㄒㄧㄢˋ　ㄔㄨ,xiàn chū,
403000022,現時,ㄒㄧㄢˋ　ㄕˊ,xiàn shí,
403000023,現實,ㄒㄧㄢˋ　ㄕˊ,xiàn shí,
403000024,現世,ㄒㄧㄢˋ　ㄕˋ,xiàn shì,
403000025,現身,ㄒㄧㄢˋ　ㄕㄣ,xiàn shēn,
403000026,現身說法,ㄒㄧㄢˋ　ㄕㄣ　ㄕㄨㄛ　ㄈㄚˇ,xiàn shēn shuō fǎ,
403000027,現任,ㄒㄧㄢˋ　ㄖㄣˋ,xiàn rèn,
403000028,現在,ㄒㄧㄢˋ　ㄗㄞˋ,xiàn zài,
403000029,現役,ㄒㄧㄢˋ　ㄧˋ,xiàn yì,
403000030,現役軍人,ㄒㄧㄢˋ　ㄧˋ　ㄐㄩㄣ　ㄖㄣˊ,xiàn yì jūn rén,
403000031,現眼,ㄒㄧㄢˋ　ㄧㄢˇ,xiàn yǎn,
4031,莧,ㄒㄧㄢˋ,xiàn,
403100001,莧菜,ㄒㄧㄢˋ　ㄘㄞˋ,xiàn cài,
4032,限,ㄒㄧㄢˋ,xiàn,
403200001,限定,ㄒㄧㄢˋ　ㄉㄧㄥˋ,xiàn dìng,
403200002,限度,ㄒㄧㄢˋ　ㄉㄨˋ,xiàn dù,
403200003,限量,(一)ㄒㄧㄢˋ　ㄌㄧㄤˊ,(一)xiàn liáng,(二)ㄒㄧㄢˋ　ㄌㄧㄤˋ　　xiàn　liàng（4032000031）<br>
4032000031,限量,(二)ㄒㄧㄢˋ　ㄌㄧㄤˋ,(二)xiàn liàng,(一)ㄒㄧㄢˋ　ㄌㄧㄤˊ　　xiàn　liáng（403200003）<br>
403200004,限齡,ㄒㄧㄢˋ　ㄌㄧㄥˊ,xiàn líng,
403200005,限令,ㄒㄧㄢˋ　ㄌㄧㄥˋ,xiàn lìng,
403200006,限價,ㄒㄧㄢˋ　ㄐㄧㄚˋ,xiàn jià,
403200007,限期,ㄒㄧㄢˋ　ㄑㄧˊ,xiàn qí,
403200008,限制,ㄒㄧㄢˋ　ㄓˋ,xiàn zhì,
4032000081,限制級,ㄒㄧㄢˋ　ㄓˋ　ㄐㄧˊ,xiàn zhì jí,
403200009,限時,ㄒㄧㄢˋ　ㄕˊ,xiàn shí,
403200010,限時專送,ㄒㄧㄢˋ　ㄕˊ　ㄓㄨㄢ　ㄙㄨㄥˋ,xiàn shí zhuān sòng,
403200011,限額,ㄒㄧㄢˋ　ㄜˊ,xiàn é,
4033,陷,ㄒㄧㄢˋ,xiàn,
403300001,陷溺,ㄒㄧㄢˋ　ㄋㄧˋ,xiàn nì,
403300002,陷落,ㄒㄧㄢˋ　ㄌㄨㄛˋ,xiàn luò,
403300003,陷害,ㄒㄧㄢˋ　ㄏㄞˋ,xiàn hài,
403300004,陷阱,ㄒㄧㄢˋ　ㄐㄧㄥˇ,xiàn jǐng,
403300005,陷陣,ㄒㄧㄢˋ　ㄓㄣˋ,xiàn zhèn,
403300006,陷入,ㄒㄧㄢˋ　ㄖㄨˋ,xiàn rù,
403300007,陷入絕境,ㄒㄧㄢˋ　ㄖㄨˋ　ㄐㄩㄝˊ　ㄐㄧㄥˋ,xiàn rù jué jìng,
4034,餡,ㄒㄧㄢˋ,xiàn,
403400001,餡餅,ㄒㄧㄢˋ　ㄅㄧㄥˇ,xiàn bǐng,
4035,羨,ㄒㄧㄢˋ,xiàn,
403500001,羨慕,ㄒㄧㄢˋ　ㄇㄨˋ,xiàn mù,
4036,腺,ㄒㄧㄢˋ,xiàn,
4037,線,ㄒㄧㄢˋ,xiàn,
403700001,線民,ㄒㄧㄢˋ　ㄇㄧㄣˊ,xiàn mín,
403700002,線頭,ㄒㄧㄢˋ　ㄊㄡˊ,xiàn tóu,
403700003,線條,ㄒㄧㄢˋ　ㄊㄧㄠˊ,xiàn tiáo,
403700004,線路,ㄒㄧㄢˋ　ㄌㄨˋ,xiàn lù,
403700005,線圈,ㄒㄧㄢˋ　ㄑㄩㄢ,xiàn quān,
4037000051,線香,ㄒㄧㄢˋ　ㄒㄧㄤ,xiàn xiāng,
403700006,線性規劃,ㄒㄧㄢˋ　ㄒㄧㄥˋ　ㄍㄨㄟ　ㄏㄨㄚˋ,xiàn xìng guī huà,
