字詞號,字詞名,注音一式,漢語拼音,多音參見訊息
104800001,搗蛋,ㄉㄠˇ　ㄉㄢˋ,dǎo dàn,
104800002,搗蛋鬼,ㄉㄠˇ　ㄉㄢˋ　ㄍㄨㄟˇ,dǎo dàn guǐ,
104800003,搗亂,ㄉㄠˇ　ㄌㄨㄢˋ,dǎo luàn,
1048000031,搗鬼,ㄉㄠˇ　ㄍㄨㄟˇ,dǎo guǐ,
104800004,搗毀,ㄉㄠˇ　ㄏㄨㄟˇ,dǎo huǐ,
104800005,搗碎,ㄉㄠˇ　ㄙㄨㄟˋ,dǎo suì,
1049,導,ㄉㄠˇ,dǎo,
104900001,導播,ㄉㄠˇ　ㄅㄛˋ,dǎo bò,
104900003,導盲,ㄉㄠˇ　ㄇㄤˊ,dǎo máng,
104900004,導盲磚,ㄉㄠˇ　ㄇㄤˊ　ㄓㄨㄢ,dǎo máng zhuān,
104900005,導電,ㄉㄠˇ　ㄉㄧㄢˋ,dǎo diàn,
104900006,導讀,ㄉㄠˇ　ㄉㄨˊ,dǎo dú,
104900007,導體,ㄉㄠˇ　ㄊㄧˇ,dǎo tǐ,
104900008,導尿,ㄉㄠˇ　ㄋㄧㄠˋ,dǎo niào,
104900009,導尿管,ㄉㄠˇ　ㄋㄧㄠˋ　ㄍㄨㄢˇ,dǎo niào guǎn,
104900010,導流板,ㄉㄠˇ　ㄌㄧㄡˊ　ㄅㄢˇ,dǎo liú bǎn,
104900011,導論,ㄉㄠˇ　ㄌㄨㄣˋ,dǎo lùn,
104900012,導管,ㄉㄠˇ　ㄍㄨㄢˇ,dǎo guǎn,
104900013,導航,ㄉㄠˇ　ㄏㄤˊ,dǎo háng,
104900014,導護,ㄉㄠˇ　ㄏㄨˋ,dǎo hù,
104900015,導火線,ㄉㄠˇ　ㄏㄨㄛˇ　ㄒㄧㄢˋ,dǎo huǒ xiàn,
104900016,導向,ㄉㄠˇ　ㄒㄧㄤˋ,dǎo xiàng,
104900017,導向飛彈,ㄉㄠˇ　ㄒㄧㄤˋ　ㄈㄟ　ㄉㄢˋ,dǎo xiàng fēi dàn,
104900018,導致,ㄉㄠˇ　ㄓˋ,dǎo zhì,
104900019,導正,ㄉㄠˇ　ㄓㄥˋ,dǎo zhèng,
104900020,導師,ㄉㄠˇ　ㄕ,dǎo shī,
104900021,導熱,ㄉㄠˇ　ㄖㄜˋ,dǎo rè,
104900022,導遊,ㄉㄠˇ　ㄧㄡˊ,dǎo yóu,
1049000221,導言,ㄉㄠˇ　ㄧㄢˊ,dǎo yán,
104900023,導演,ㄉㄠˇ　ㄧㄢˇ,dǎo yǎn,
104900024,導引,ㄉㄠˇ　ㄧㄣˇ,dǎo yǐn,
104900025,導源,ㄉㄠˇ　ㄩㄢˊ,dǎo yuán,
1050,擣,ㄉㄠˇ,dǎo,
1051,禱,ㄉㄠˇ,dǎo,
105100001,禱告,ㄉㄠˇ　ㄍㄠˋ,dǎo gào,
105100002,禱詞,ㄉㄠˇ　ㄘˊ,dǎo cí,
105100003,禱文,ㄉㄠˇ　ㄨㄣˊ,dǎo wén,
1052,到,ㄉㄠˋ,dào,
105200001,到達,ㄉㄠˋ　ㄉㄚˊ,dào dá,
105200002,到底,ㄉㄠˋ　ㄉㄧˇ,dào dǐ,
105200003,到頭,ㄉㄠˋ　ㄊㄡˊ,dào tóu,
105200004,到頭來,ㄉㄠˋ　ㄊㄡˊ　ㄌㄞˊ,dào tóu lái,
105200007,到家,ㄉㄠˋ　ㄐㄧㄚ,dào jiā,
105200008,到期,ㄉㄠˋ　ㄑㄧˊ,dào qí,
105200009,到齊,ㄉㄠˋ　ㄑㄧˊ,dào qí,
105200010,到職,ㄉㄠˋ　ㄓˊ,dào zhí,
105200011,到場,ㄉㄠˋ　ㄔㄤˇ,dào chǎng,
105200012,到處,ㄉㄠˋ　ㄔㄨˋ,dào chù,
105200013,到時,ㄉㄠˋ　ㄕˊ,dào shí,
105200014,到手,ㄉㄠˋ　ㄕㄡˇ,dào shǒu,
105200015,到任,ㄉㄠˋ　ㄖㄣˋ,dào rèn,
105200016,到案,ㄉㄠˋ　ㄢˋ,dào àn,
1053,倒,(二)ㄉㄠˋ,(二)dào,(一)ㄉㄠˇ　　dǎo（1046）<br>
105300001,倒不如,ㄉㄠˋ　ㄅㄨˋ　ㄖㄨˊ,dào bù rú,
1053000011,倒反,ㄉㄠˋ　ㄈㄢˇ,dào fǎn,
105300002,倒帶,ㄉㄠˋ　ㄉㄞˋ,dào dài,
105300003,倒吊,ㄉㄠˋ　ㄉㄧㄠˋ,dào diào,
105300004,倒貼,ㄉㄠˋ　ㄊㄧㄝ,dào tiē,
105300005,倒退,ㄉㄠˋ　ㄊㄨㄟˋ,dào tuì,
105300006,倒立,ㄉㄠˋ　ㄌㄧˋ,dào lì,
105300007,倒掛金鉤,ㄉㄠˋ　ㄍㄨㄚˋ　ㄐㄧㄣ　ㄍㄡ,dào guà jīn gōu,
105300008,倒果為因,ㄉㄠˋ　ㄍㄨㄛˇ　ㄨㄟˊ　ㄧㄣ,dào guǒ wéi yīn,
105300009,倒灌,ㄉㄠˋ　ㄍㄨㄢˋ,dào guàn,
1053000091,倒扣,ㄉㄠˋ　ㄎㄡˋ,dào kòu,
105300010,倒行逆施,ㄉㄠˋ　ㄒㄧㄥˊ　ㄋㄧˋ　ㄕ,dào xíng nì shī,
105300011,倒敘,ㄉㄠˋ　ㄒㄩˋ,dào xù,
105300012,倒懸,ㄉㄠˋ　ㄒㄩㄢˊ,dào xuán,
105300013,倒置,ㄉㄠˋ　ㄓˋ,dào zhì,
105300014,倒轉,ㄉㄠˋ　ㄓㄨㄢˇ,dào zhuǎn,
1053000141,倒裝句,ㄉㄠˋ　ㄓㄨㄤ　ㄐㄩˋ,dào zhuāng jù,
105300015,倒吃甘蔗,ㄉㄠˋ　ㄔ　ㄍㄢ　ㄓㄜˋ,dào chī gān zhè,
105300016,倒車,ㄉㄠˋ　ㄔㄜ,dào chē,
1053000161,倒抽一口氣,ㄉㄠˋ　ㄔㄡ　ㄧ　ㄎㄡˇ　ㄑㄧˋ　（變）ㄉㄠˋ　ㄔㄡ　ㄧˋ　ㄎㄡˇ　ㄑㄧˋ,dào chōu yī kǒu qì　（變）dào chōu yì kǒu qì,
105300017,倒數,ㄉㄠˋ　ㄕㄨˇ,dào shǔ,
105300018,倒數計時,ㄉㄠˋ　ㄕㄨˇ　ㄐㄧˋ　ㄕˊ,dào shǔ jì shí,
1053000181,倒栽蔥,ㄉㄠˋ　ㄗㄞ　ㄘㄨㄥ,dào zāi cōng,
105300019,倒影,ㄉㄠˋ　ㄧㄥˇ,dào yǐng,
105300020,倒映,ㄉㄠˋ　ㄧㄥˋ,dào yìng,
1054,悼,ㄉㄠˋ,dào,
105400001,悼念,ㄉㄠˋ　ㄋㄧㄢˋ,dào niàn,
1054000011,悼歌,ㄉㄠˋ　ㄍㄜ,dào gē,
105400002,悼亡,ㄉㄠˋ　ㄨㄤˊ,dào wáng,
1055,盜,ㄉㄠˋ,dào,
105500001,盜版,ㄉㄠˋ　ㄅㄢˇ,dào bǎn,
105500002,盜賣,ㄉㄠˋ　ㄇㄞˋ,dào mài,
105500003,盜木,ㄉㄠˋ　ㄇㄨˋ,dào mù,
105500004,盜伐,ㄉㄠˋ　ㄈㄚ,dào fā,
105500005,盜匪,ㄉㄠˋ　ㄈㄟˇ,dào fěi,
105500006,盜壘,ㄉㄠˋ　ㄌㄟˇ,dào lěi,
105500007,盜獵,ㄉㄠˋ　ㄌㄧㄝˋ,dào liè,
105500008,盜林,ㄉㄠˋ　ㄌㄧㄣˊ,dào lín,
105500009,盜領,ㄉㄠˋ　ㄌㄧㄥˇ,dào lǐng,
105500010,盜錄,ㄉㄠˋ　ㄌㄨˋ,dào lù,
105500011,盜汗,ㄉㄠˋ　ㄏㄢˋ,dào hàn,
1055000111,盜竊,ㄉㄠˋ　ㄑㄧㄝˋ,dào qiè,
105500012,盜取,ㄉㄠˋ　ㄑㄩˇ,dào qǔ,
105500014,盜賊,ㄉㄠˋ　ㄗㄟˊ,dào zéi,
105500015,盜採,ㄉㄠˋ　ㄘㄞˇ,dào cǎi,
105500016,盜用,ㄉㄠˋ　ㄩㄥˋ,dào yòng,
1056,道,ㄉㄠˋ,dào,
105600001,道別,ㄉㄠˋ　ㄅㄧㄝˊ,dào bié,
1056000011,道不同，不相為謀,ㄉㄠˋ　ㄅㄨˋ　ㄊㄨㄥˊ　ㄅㄨˋ　ㄒㄧㄤ　ㄨㄟˊ　ㄇㄡˊ,dào bù tóng bù xiāng wéi móu,
105600002,道袍,ㄉㄠˋ　ㄆㄠˊ,dào páo,
105600003,道貌岸然,ㄉㄠˋ　ㄇㄠˋ　ㄢˋ　ㄖㄢˊ,dào mào àn rán,
105600004,道德,ㄉㄠˋ　ㄉㄜˊ,dào dé,
105600005,道德觀,ㄉㄠˋ　ㄉㄜˊ　ㄍㄨㄢ,dào dé guān,
1056000051,道德哲學,ㄉㄠˋ　ㄉㄜˊ　ㄓㄜˊ　ㄒㄩㄝˊ,dào dé zhé xué,
105600006,道道地地,ㄉㄠˋ　ㄉㄠˋ　ㄉㄧˋ　ㄉㄧˋ,dào dào dì dì,
105600007,道地,ㄉㄠˋ　ㄉㄧˋ,dào dì,
105600009,道聽塗說,ㄉㄠˋ　ㄊㄧㄥ　ㄊㄨˊ　ㄕㄨㄛ,dào tīng tú shuō,
105600010,道統,ㄉㄠˋ　ㄊㄨㄥˇ,dào tǒng,
105600011,道里,ㄉㄠˋ　ㄌㄧˇ,dào lǐ,
105600012,道理,ㄉㄠˋ　ㄌㄧˇ,dào lǐ,
1056000121,道林紙,ㄉㄠˋ　ㄌㄧㄣˊ　ㄓˇ,dào lín zhǐ,
105600013,道路,ㄉㄠˋ　ㄌㄨˋ,dào lù,
105600015,道路網,ㄉㄠˋ　ㄌㄨˋ　ㄨㄤˇ,dào lù wǎng,
105600016,道高一尺，魔高一丈,ㄉㄠˋ　ㄍㄠ　ㄧ　ㄔˇ　ㄇㄛˊ　ㄍㄠ　ㄧ　ㄓㄤˋ　（變）ㄉㄠˋ　ㄍㄠ　ㄧˋ　ㄔˇ　ㄇㄛˊ　ㄍㄠ　ㄧˊ　ㄓㄤˋ,dào gāo yī chǐ mó gāo yī zhàng　（變）dào gāo yì chǐ mó gāo yí zhàng,
1056000161,道姑,ㄉㄠˋ　ㄍㄨ,dào gū,
105600017,道觀,ㄉㄠˋ　ㄍㄨㄢˋ,dào guàn,
105600019,道賀,ㄉㄠˋ　ㄏㄜˋ,dào hè,
105600020,道行,ㄉㄠˋ　ㄒㄧㄥˋ,dào xìng,
105600021,道家,ㄉㄠˋ　ㄐㄧㄚ,dào jiā,
105600022,道教,ㄉㄠˋ　ㄐㄧㄠˋ,dào jiào,
105600023,道具,ㄉㄠˋ　ㄐㄩˋ,dào jù,
105600024,道歉,ㄉㄠˋ　ㄑㄧㄢˋ,dào qiàn,
105600025,道喜,ㄉㄠˋ　ㄒㄧˇ,dào xǐ,
105600026,道謝,ㄉㄠˋ　ㄒㄧㄝˋ,dào xiè,
1056000261,道長,ㄉㄠˋ　ㄓㄤˇ,dào zhǎng,
105600027,道場,ㄉㄠˋ　ㄔㄤˇ,dào chǎng,
105600028,道士,ㄉㄠˋ　ㄕˋ,dào shì,
105600029,道人,ㄉㄠˋ　ㄖㄣˊ,dào rén,
1056000291,道藏,ㄉㄠˋ　ㄗㄤˋ,dào zàng,
105600030,道義,ㄉㄠˋ　ㄧˋ,dào yì,
105600031,道義責任,ㄉㄠˋ　ㄧˋ　ㄗㄜˊ　ㄖㄣˋ,dào yì zé rèn,
1057,稻,ㄉㄠˋ,dào,
105700001,稻米,ㄉㄠˋ　ㄇㄧˇ,dào mǐ,
105700002,稻苗,ㄉㄠˋ　ㄇㄧㄠˊ,dào miáo,
105700003,稻田,ㄉㄠˋ　ㄊㄧㄢˊ,dào tián,
105700004,稻農,ㄉㄠˋ　ㄋㄨㄥˊ,dào nóng,
105700006,稻穀,ㄉㄠˋ　ㄍㄨˇ,dào gǔ,
105700007,稻香,ㄉㄠˋ　ㄒㄧㄤ,dào xiāng,
105700009,稻熱病,ㄉㄠˋ　ㄖㄜˋ　ㄅㄧㄥˋ,dào rè bìng,
105700010,稻子,ㄉㄠˋ　˙ㄗ,dào zi,
105700011,稻作,ㄉㄠˋ　ㄗㄨㄛˋ,dào zuò,
105700012,稻草,ㄉㄠˋ　ㄘㄠˇ,dào cǎo,
105700013,稻草人,ㄉㄠˋ　ㄘㄠˇ　ㄖㄣˊ,dào cǎo rén,
105700014,稻穗,ㄉㄠˋ　ㄙㄨㄟˋ,dào suì,
1058,蹈,ㄉㄠˋ,dào,
1059,纛,ㄉㄠˋ,dào,
1060,都,(二)ㄉㄡ,(二)dōu,(一)ㄉㄨ　　dū（1231）<br>
1061,兜,ㄉㄡ,dōu,
106100001,兜風,ㄉㄡ　ㄈㄥ,dōu fēng,
1061000011,兜肚,ㄉㄡ　ㄉㄨˋ,dōu dù,
1061000012,兜攬,ㄉㄡ　ㄌㄢˇ,dōu lǎn,
106100002,兜售,ㄉㄡ　ㄕㄡˋ,dōu shòu,
1062,斗,ㄉㄡˇ,dǒu,
106200000,斗杓,ㄉㄡˇ　ㄅㄧㄠ,dǒu biāo,
106200001,斗篷,ㄉㄡˇ　ㄆㄥˊ,dǒu péng,
106200002,斗大,ㄉㄡˇ　ㄉㄚˋ,dǒu dà,
1062000021,斗膽,ㄉㄡˇ　ㄉㄢˇ,dǒu dǎn,
106200003,斗笠,ㄉㄡˇ　ㄌㄧˋ,dǒu lì,
106200005,斗室,ㄉㄡˇ　ㄕˋ,dǒu shì,
1063,抖,ㄉㄡˇ,dǒu,
106300001,抖動,ㄉㄡˇ　ㄉㄨㄥˋ,dǒu dòng,
106300002,抖腿,ㄉㄡˇ　ㄊㄨㄟˇ,dǒu tuǐ,
106300003,抖起來,ㄉㄡˇ　ㄑㄧˇ　ㄌㄞˊ,dǒu qǐ lái,
106300004,抖擻,ㄉㄡˇ　ㄙㄡˇ,dǒu sǒu,
1064,蚪,ㄉㄡˇ,dǒu,
1065,陡,ㄉㄡˇ,dǒu,
106500001,陡坡,ㄉㄡˇ　ㄆㄛ,dǒu pō,
1065000011,陡立,ㄉㄡˇ　ㄌㄧˋ,dǒu lì,
1065000012,陡峻,ㄉㄡˇ　ㄐㄩㄣˋ,dǒu jùn,
106500002,陡峭,ㄉㄡˇ　ㄑㄧㄠˋ,dǒu qiào,
106500003,陡斜,ㄉㄡˇ　ㄒㄧㄝˊ,dǒu xié,
1065000031,陡直,ㄉㄡˇ　ㄓˊ,dǒu zhí,
106500004,陡然,ㄉㄡˇ　ㄖㄢˊ,dǒu rán,
106500005,陡增,ㄉㄡˇ　ㄗㄥ,dǒu zēng,
1066,豆,ㄉㄡˋ,dòu,
106600001,豆苗,ㄉㄡˋ　ㄇㄧㄠˊ,dòu miáo,
106600002,豆腐,ㄉㄡˋ　ㄈㄨˇ,dòu fǔ,
106600003,豆干,ㄉㄡˋ　ㄍㄢ,dòu gān,
1066000031,豆蔻,ㄉㄡˋ　ㄎㄡˋ,dòu kòu,
1066000032,豆蔻年華,ㄉㄡˋ　ㄎㄡˋ　ㄋㄧㄢˊ　ㄏㄨㄚˊ,dòu kòu nián huá,
106600004,豆花,ㄉㄡˋ　ㄏㄨㄚ,dòu huā,
1066000041,豆莢,ㄉㄡˋ　ㄐㄧㄚˊ,dòu jiá,
106600005,豆漿,ㄉㄡˋ　ㄐㄧㄤ,dòu jiāng,
106600006,豆豉,ㄉㄡˋ　ㄔˇ,dòu chǐ,
106600007,豆沙,ㄉㄡˋ　ㄕㄚ,dòu shā,
106600008,豆子,ㄉㄡˋ　˙ㄗ,dòu zi,
106600010,豆芽,ㄉㄡˋ　ㄧㄚˊ,dòu yá,
106600011,豆芽菜,ㄉㄡˋ　ㄧㄚˊ　ㄘㄞˋ,dòu yá cài,
106600012,豆油,ㄉㄡˋ　ㄧㄡˊ,dòu yóu,
1067,逗,ㄉㄡˋ,dòu,
106700001,逗點,ㄉㄡˋ　ㄉㄧㄢˇ,dòu diǎn,
106700002,逗留,ㄉㄡˋ　ㄌㄧㄡˊ,dòu liú,
106700003,逗號,ㄉㄡˋ　ㄏㄠˋ,dòu hào,
106700004,逗趣,ㄉㄡˋ　ㄑㄩˋ,dòu qù,
106700005,逗笑,ㄉㄡˋ　ㄒㄧㄠˋ,dòu xiào,
1068,荳,ㄉㄡˋ,dòu,
106800000,荳蔻,ㄉㄡˋ　ㄎㄡˋ,dòu kòu,
106800001,荳蔻年華,ㄉㄡˋ　ㄎㄡˋ　ㄋㄧㄢˊ　ㄏㄨㄚˊ,dòu kòu nián huá,
1069,痘,ㄉㄡˋ,dòu,
106900000,痘瘡,ㄉㄡˋ　ㄔㄨㄤ,dòu chuāng,
106900001,痘子,ㄉㄡˋ　˙ㄗ,dòu zi,
1070,鬥,ㄉㄡˋ,dòu,
107000001,鬥法,ㄉㄡˋ　ㄈㄚˇ,dòu fǎ,
107000002,鬥牛,ㄉㄡˋ　ㄋㄧㄡˊ,dòu niú,
1070000021,鬥牛陣,ㄉㄡˋ　ㄋㄧㄡˊ　ㄓㄣˋ,dòu niú zhèn,
107000003,鬥牛士,ㄉㄡˋ　ㄋㄧㄡˊ　ㄕˋ,dòu niú shì,
107000004,鬥雞,ㄉㄡˋ　ㄐㄧ,dòu jī,
107000005,鬥雞眼,ㄉㄡˋ　ㄐㄧ　ㄧㄢˇ,dòu jī yǎn,
107000006,鬥氣,ㄉㄡˋ　ㄑㄧˋ,dòu qì,
107000007,鬥蟋蟀,ㄉㄡˋ　ㄒㄧ　ㄕㄨㄞˋ,dòu xī shuài,
107000008,鬥志,ㄉㄡˋ　ㄓˋ,dòu zhì,
107000009,鬥志高昂,ㄉㄡˋ　ㄓˋ　ㄍㄠ　ㄤˊ,dòu zhì gāo áng,
107000010,鬥智,ㄉㄡˋ　ㄓˋ,dòu zhì,
107000011,鬥陣,ㄉㄡˋ　ㄓㄣˋ,dòu zhèn,
107000012,鬥爭,ㄉㄡˋ　ㄓㄥ,dòu zhēng,
107000013,鬥士,ㄉㄡˋ　ㄕˋ,dòu shì,
107000014,鬥嘴,ㄉㄡˋ　ㄗㄨㄟˇ,dòu zuǐ,
107000015,鬥毆,ㄉㄡˋ　ㄡ,dòu ōu,
107000016,鬥魚,ㄉㄡˋ　ㄩˊ,dòu yú,
1071,竇,ㄉㄡˋ,dòu,
1072,讀,(二)ㄉㄡˋ,(二)dòu,(一)ㄉㄨˊ　　dú（1241）<br>
1073,丹,ㄉㄢ,dān,
107300002,丹田,ㄉㄢ　ㄊㄧㄢˊ,dān tián,
107300003,丹青,ㄉㄢ　ㄑㄧㄥ,dān qīng,
107300004,丹心,ㄉㄢ　ㄒㄧㄣ,dān xīn,
1074,眈,ㄉㄢ,dān,
107400001,眈眈,ㄉㄢ　ㄉㄢ,dān dān,
1075,耽,ㄉㄢ,dān,
107500001,耽溺,ㄉㄢ　ㄋㄧˋ,dān nì,
107500002,耽擱,ㄉㄢ　ㄍㄜ,dān gē,
107500003,耽誤,ㄉㄢ　ㄨˋ,dān wù,
1076,聃,ㄉㄢ,dān,
1077,單,(一)ㄉㄢ,(一)dān,(二)ㄕㄢˋ　　shàn（5040）<br>(三)ㄔㄢˊ　　chán（4712）<br>
107700001,單薄,ㄉㄢ　ㄅㄛˊ,dān bó,
107700002,單方面,ㄉㄢ　ㄈㄤ　ㄇㄧㄢˋ,dān fāng miàn,
107700004,單打,ㄉㄢ　ㄉㄚˇ,dān dǎ,
107700005,單打獨鬥,ㄉㄢ　ㄉㄚˇ　ㄉㄨˊ　ㄉㄡˋ,dān dǎ dú dòu,
107700006,單刀,ㄉㄢ　ㄉㄠ,dān dāo,
107700007,單刀直入,ㄉㄢ　ㄉㄠ　ㄓˊ　ㄖㄨˋ,dān dāo zhí rù,
107700008,單單,ㄉㄢ　ㄉㄢ,dān dān,
107700009,單調,ㄉㄢ　ㄉㄧㄠˋ,dān diào,
107700010,單獨,ㄉㄢ　ㄉㄨˊ,dān dú,
107700011,單淘汰,ㄉㄢ　ㄊㄠˊ　ㄊㄞˋ,dān táo tài,
107700012,單醣,ㄉㄢ　ㄊㄤˊ,dān táng,
107700013,單挑,ㄉㄢ　ㄊㄧㄠ,dān tiāo,
107700014,單寧酸,ㄉㄢ　ㄋㄧㄥˊ　ㄙㄨㄢ,dān níng suān,
107700015,單戀,ㄉㄢ　ㄌㄧㄢˋ,dān liàn,
107700017,單槓,ㄉㄢ　ㄍㄤˋ,dān gàng,
1077000171,單軌,ㄉㄢ　ㄍㄨㄟˇ,dān guǐ,
107700019,單口相聲,ㄉㄢ　ㄎㄡˇ　ㄒㄧㄤˋ　ㄕㄥ,dān kǒu xiàng shēng,
107700020,單機作業,ㄉㄢ　ㄐㄧ　ㄗㄨㄛˋ　ㄧㄝˋ,dān jī zuò yè,
107700021,單價,ㄉㄢ　ㄐㄧㄚˋ,dān jià,
107700022,單據,ㄉㄢ　ㄐㄩˋ,dān jù,
107700024,單親家庭,ㄉㄢ　ㄑㄧㄣ　ㄐㄧㄚ　ㄊㄧㄥˊ,dān qīn jiā tíng,
107700025,單槍匹馬,ㄉㄢ　ㄑㄧㄤ　ㄆㄧ　ㄇㄚˇ,dān qiāng pī mǎ,
107700027,單線進行,ㄉㄢ　ㄒㄧㄢˋ　ㄐㄧㄣˋ　ㄒㄧㄥˊ,dān xiàn jìn xíng,
107700028,單相思,ㄉㄢ　ㄒㄧㄤ　ㄙ,dān xiāng sī,
1077000281,單向,ㄉㄢ　ㄒㄧㄤˋ,dān xiàng,
107700029,單項,ㄉㄢ　ㄒㄧㄤˋ,dān xiàng,
107700030,單行法,ㄉㄢ　ㄒㄧㄥˊ　ㄈㄚˇ,dān xíng fǎ,
107700031,單行法規,ㄉㄢ　ㄒㄧㄥˊ　ㄈㄚˇ　ㄍㄨㄟ,dān xíng fǎ guī,
107700032,單行道,ㄉㄢ　ㄒㄧㄥˊ　ㄉㄠˋ,dān xíng dào,
107700033,單選,ㄉㄢ　ㄒㄩㄢˇ,dān xuǎn,
107700034,單循環賽,ㄉㄢ　ㄒㄩㄣˊ　ㄏㄨㄢˊ　ㄙㄞˋ,dān xún huán sài,
107700036,單車,ㄉㄢ　ㄔㄜ,dān chē,
107700037,單車旅行,ㄉㄢ　ㄔㄜ　ㄌㄩˇ　ㄒㄧㄥˊ,dān chē lǚ xíng,
107700039,單程,ㄉㄢ　ㄔㄥˊ,dān chéng,
107700040,單程票,ㄉㄢ　ㄔㄥˊ　ㄆㄧㄠˋ,dān chéng piào,
107700041,單傳,ㄉㄢ　ㄔㄨㄢˊ,dān chuán,
107700042,單純,ㄉㄢ　ㄔㄨㄣˊ,dān chún,
107700043,單身,ㄉㄢ　ㄕㄣ,dān shēn,
107700044,單身貴族,ㄉㄢ　ㄕㄣ　ㄍㄨㄟˋ　ㄗㄨˊ,dān shēn guì zú,
107700045,單身漢,ㄉㄢ　ㄕㄣ　ㄏㄢˋ,dān shēn hàn,
107700046,單數,ㄉㄢ　ㄕㄨˋ,dān shù,
107700047,單日,ㄉㄢ　ㄖˋ,dān rì,
107700048,單人房,ㄉㄢ　ㄖㄣˊ　ㄈㄤˊ,dān rén fáng,
107700049,單人床,ㄉㄢ　ㄖㄣˊ　ㄔㄨㄤˊ,dān rén chuáng,
107700050,單字,ㄉㄢ　ㄗˋ,dān zì,
107700051,單子,ㄉㄢ　˙ㄗ,dān zi,
107700053,單色,ㄉㄢ　ㄙㄜˋ,dān sè,
107700054,單一,ㄉㄢ　ㄧ,dān yī,
107700057,單眼皮,ㄉㄢ　ㄧㄢˇ　ㄆㄧˊ,dān yǎn pí,
1077000571,單眼相機,ㄉㄢ　ㄧㄢˇ　ㄒㄧㄤˋ　ㄐㄧ,dān yǎn xiàng jī,
107700058,單位,ㄉㄢ　ㄨㄟˋ,dān wèi,
107700059,單月,ㄉㄢ　ㄩㄝˋ,dān yuè,
107700060,單元,ㄉㄢ　ㄩㄢˊ,dān yuán,
107700061,單元劇,ㄉㄢ　ㄩㄢˊ　ㄐㄩˋ,dān yuán jù,
1078,鄲,ㄉㄢ,dān,
1079,殫,ㄉㄢ,dān,
1080,簞,ㄉㄢ,dān,
108000001,簞食瓢飲,ㄉㄢ　ㄙˋ　ㄆㄧㄠˊ　ㄧㄣˋ,dān sì piáo yìn,
1081,儋,ㄉㄢ,dān,
108100001,儋縣,ㄉㄢ　ㄒㄧㄢˋ,dān xiàn,
1082,擔,(一)ㄉㄢ,(一)dān,(二)ㄉㄢˋ　　dàn（1100）<br>
108200001,擔保,ㄉㄢ　ㄅㄠˇ,dān bǎo,
108200003,擔保權,ㄉㄢ　ㄅㄠˇ　ㄑㄩㄢˊ,dān bǎo quán,
108200006,擔待,ㄉㄢ　ㄉㄞˋ,dān dài,
108200007,擔當,ㄉㄢ　ㄉㄤ,dān dāng,
108200008,擔綱,ㄉㄢ　ㄍㄤ,dān gāng,
108200009,擔架,ㄉㄢ　ㄐㄧㄚˋ,dān jià,
108200010,擔驚受怕,ㄉㄢ　ㄐㄧㄥ　ㄕㄡˋ　ㄆㄚˋ,dān jīng shòu pà,
108200011,擔心,ㄉㄢ　ㄒㄧㄣ,dān xīn,
108200012,擔任,ㄉㄢ　ㄖㄣˋ,dān rèn,
108200013,擔憂,ㄉㄢ　ㄧㄡ,dān yōu,
1083,疸,ㄉㄢˇ,dǎn,
1084,撢,ㄉㄢˇ,dǎn,
108400001,撢子,ㄉㄢˇ　˙ㄗ,dǎn zi,
1085,撣,(一)ㄉㄢˇ,(一)dǎn,(二)ㄕㄢˋ　　shàn（5041）<br>
1086,膽,ㄉㄢˇ,dǎn,
108600001,膽大包天,ㄉㄢˇ　ㄉㄚˋ　ㄅㄠ　ㄊㄧㄢ,dǎn dà bāo tiān,
108600002,膽大心細,ㄉㄢˇ　ㄉㄚˋ　ㄒㄧㄣ　ㄒㄧˋ,dǎn dà xīn xì,
108600003,膽大妄為,ㄉㄢˇ　ㄉㄚˋ　ㄨㄤˋ　ㄨㄟˊ,dǎn dà wàng wéi,
108600004,膽囊,ㄉㄢˇ　ㄋㄤˊ,dǎn náng,
108600005,膽量,ㄉㄢˇ　ㄌㄧㄤˋ,dǎn liàng,
1086000051,膽敢,ㄉㄢˇ　ㄍㄢˇ,dǎn gǎn,
108600006,膽固醇,ㄉㄢˇ　ㄍㄨˋ　ㄔㄨㄣˊ,dǎn gù chún,
108600007,膽寒,ㄉㄢˇ　ㄏㄢˊ,dǎn hán,
108600008,膽怯,ㄉㄢˇ　ㄑㄩㄝˋ,dǎn què,
108600009,膽小,ㄉㄢˇ　ㄒㄧㄠˇ,dǎn xiǎo,
108600010,膽小鬼,ㄉㄢˇ　ㄒㄧㄠˇ　ㄍㄨㄟˇ,dǎn xiǎo guǐ,
108600011,膽汁,ㄉㄢˇ　ㄓ,dǎn zhī,
108600014,膽識,ㄉㄢˇ　ㄕˋ,dǎn shì,
108600015,膽子,ㄉㄢˇ　˙ㄗ,dǎn zi,
1087,石,(二)ㄉㄢˋ,(二)dàn,(一)ㄕˊ　　shí（4900）<br>
1088,旦,ㄉㄢˋ,dàn,
108800001,旦角,ㄉㄢˋ　ㄐㄩㄝˊ　（語音）ㄉㄢˋ　ㄐㄧㄠˇ,dàn jué　（語音）dàn jiǎo,
1089,但,ㄉㄢˋ,dàn,
108900001,但凡,ㄉㄢˋ　ㄈㄢˊ,dàn fán,
108900003,但須,ㄉㄢˋ　ㄒㄩ,dàn xū,
108900004,但是,ㄉㄢˋ　ㄕˋ,dàn shì,
108900005,但書,ㄉㄢˋ　ㄕㄨ,dàn shū,
